,Subtype_0,Subtype_1,Subtype_2,Subtype_3
MIMAT0005909,-0.161208198415565,-2.1959819149815267,-0.7146392719976284,0.161208198415565
MIMAT0018993,-1.3753304440841931,1.3753304440841931,-1.4066404455196873,-2.4371210423874103
MIMAT0022496,-2.0256948754725124,1.728463410539618,-2.1509237460011925,-1.728463410539618
MIMAT0014994,-2.194407937597366,1.5313473386005687,-1.5313473386005687,-2.0307008271718545
MIMAT0019229,-0.24563587393911276,-2.219372150713661,0.24563587393911276,-1.0510795842893488
MIMAT0005452,-0.4977881676633361,-0.4500932143076297,-2.2650170107735943,0.4500932143076297
MIMAT0022292,-1.4363006031255243,1.4363006031255243,-2.1930396787555333,-2.0411012690330925
MIMAT0002870,-0.2560445227414529,-2.1238809790986983,-0.14875602492892737,0.14875602492892737
MIMAT0011159,-2.06170162551883,1.0292333597936125,-2.110244659423154,-1.0292333597936125
MIMAT0030017,-1.6825304530114211,-2.3078038231065596,0.8818228271614951,-0.8818228271614951
MIMAT0018961,-1.8292326809571233,-2.3038919655739463,1.609309571684928,-1.609309571684928
MIMAT0026625,-1.737087438932647,-0.7706097409422298,0.7706097409422298,-2.2429619924456006
MIMAT0019772,-1.8069903034364905,1.4935051644634982,-2.33051387521489,-1.4935051644634982
MIMAT0000430,-0.756659732843503,0.0601537802348542,-0.0601537802348542,-2.1506542853498747
MIMAT0019026,-0.6404486432729782,-2.2039694188898102,-0.19161304691298117,0.19161304691298117
MIMAT0021022,1.0049676092319066,-2.4347127529818082,-1.0049676092319066,-1.0570112792266422
MIMAT0017984,-1.0614246967497853,1.0614246967497853,-2.343100384797437,-1.7085491805080688
MIMAT0003273,-0.2342721861875691,-2.1725376924572997,0.2342721861875691,-0.34604226550060424
MIMAT0022928,-0.14053180698672404,-2.1780997917402756,-0.9666110559105497,0.14053180698672404
MIMAT0019879,0.4878444035432987,-0.9302212964846813,-2.3227334744900197,-0.4878444035432987
MIMAT0027682,-1.5376600498897524,1.5376600498897524,-2.203238223253121,-2.018212873201691
MIMAT0019693,-1.137923402036886,1.137923402036886,-1.4765125845689997,-2.4221628530141484
MIMAT0019957,-0.31389375901597294,-2.2603588047231598,0.31389375901597294,-0.8185164805331235
MIMAT0002175,-0.39369755994836175,-1.6538268895433472,0.39369755994836175,-2.100163949367032
MIMAT0014987,-2.1271821467480136,1.2318847415296477,-1.2318847415296477,-2.098576915569212
MIMAT0022297,0.06131719943941829,-2.1503040265715154,-0.06131719943941829,-0.7989118579061967
MIMAT0003306,-1.301929856790359,0.792640131159664,-2.387019208562943,-0.792640131159664
MIMAT0004488,0.13723056238910938,-2.1865044920152807,-0.7552307647925669,-0.13723056238910938
MIMAT0026639,-1.7740406326918783,1.7740406326918783,-2.10297384490169,-2.0588841737978174
MIMAT0019210,0.4623051842610368,-1.7204032946774124,-2.1009150535779995,-0.4623051842610368
MIMAT0018983,0.05022834831745948,-2.1372537062395374,-0.5478704159697928,-0.05022834831745948
MIMAT0027654,-1.2927732082541052,0.9058000266438699,-2.4139308811193114,-0.9058000266438699
MIMAT0019706,-1.682237353774071,1.1429674272772672,-1.1429674272772672,-2.367356178281359
MIMAT0015003,-2.053045077690052,1.859422326952661,-1.859422326952661,-2.0613625836383123
MIMAT0025849,-1.3204123137514898,1.0633882214568107,-2.43569133683506,-1.0633882214568107
MIMAT0003309,-1.3771341503508467,-0.19943477875289375,-2.113918601742989,0.19943477875289375
MIMAT0027541,0.8626433245913371,-0.9281218154963865,-2.409243607430635,-0.8626433245913371
MIMAT0015045,-1.1627058946258637,1.1627058946258637,-2.4458190453588715,-1.2964242717775774
MIMAT0004950,-1.8523502176874873,1.8523502176874873,-1.970483990088924,-2.1363262575624393
