,0,1,2,3
IGF2BP1,4.315797342192691,3.4214999999999995,3.875475,4.2313285714285715
PRAME,5.015329568106313,4.352640000000001,5.74608125,4.744804761904762
KLK7,5.412913621262458,5.94644,6.47748125,4.431778571428571
A2ML1,2.335635215946844,1.24398,1.3927812499999999,2.2001119047619047
FUT9,4.8507,4.719679999999999,4.19044375,4.733028571428572
LOC84740,7.522536877076411,8.44658,7.758649999999999,7.011811904761903
PCSK1N,6.597289036544851,5.1122,5.987125,5.872504761904762
GSTA1,5.656628571428572,7.084059999999999,5.92493125,6.276033333333334
MSLN,9.460651827242526,11.7196,7.8595749999999995,8.782471428571426
KRT17,8.58503588039867,9.1629,8.440637500000001,8.156628571428572
SST,3.3673598006644516,1.72174,4.14259375,3.5889690476190474
GATA5,4.960718936877077,1.50902,3.7848125,4.8757142857142854
SOX21,4.37925780730897,3.4788799999999993,3.5823125,4.31042380952381
SLC34A2,5.81348903654485,5.15534,6.861318750000001,5.820738095238094
SPRR1A,2.6809485049833888,1.12024,1.16888125,2.780942857142857
DPEP1,5.873246179401993,7.1531400000000005,7.73045,5.736669047619047
SERPINB3,2.469654485049834,1.20136,2.793375,2.6763047619047615
CDH17,10.104888704318936,12.1895,11.85579375,10.46984761904762
NPSR1,3.799706976744186,1.8385799999999999,3.5563812500000003,4.05382619047619
TM4SF4,6.408402990033222,8.13402,8.52990625,6.98134761904762
GABRP,8.501359136212624,6.48674,7.656249999999999,8.239140476190478
PRSS21,4.647530232558139,6.041980000000001,5.476000000000001,5.010997619047619
KRT23,5.9740644518272426,5.60938,6.3178125000000005,5.665871428571428
C4orf7,5.104786378737542,3.9132399999999996,5.573825,4.713357142857142
SLC5A5,3.965978405315615,1.47484,4.11830625,4.962364285714285
UPK1B,3.5994571428571427,2.50554,3.02765625,3.3809214285714284
CST1,9.305977408637876,9.78932,8.967131250000001,9.560054761904762
COL11A1,7.101718604651162,6.613640000000001,5.804600000000001,6.236692857142858
MMP3,6.755202657807308,7.715559999999999,7.13121875,7.44192380952381
SLC9A4,4.441877408637874,4.0676,3.91159375,4.58260238095238
HABP2,7.286967441860464,7.411019999999999,7.72254375,7.377645238095237
SLC15A1,4.502028571428571,5.54482,5.30213125,3.897333333333333
C2orf40,4.716776411960132,3.4360399999999998,3.8229687500000002,4.174335714285714
SLCO1B3,3.5436837209302325,2.5274799999999997,3.9702312500000003,3.2256571428571426
MYOC,3.1087388704318935,1.92466,3.2181812499999998,2.3126714285714285
MUC4,9.20769634551495,9.08956,9.5341625,8.56582619047619
C7,7.661554152823921,7.244539999999999,7.21500625,7.196178571428571
GUCY2C,7.239883056478405,8.552940000000001,9.76758125,7.2542785714285705
NLRP2,6.4640727574750825,6.400999999999999,5.577131250000001,6.679192857142857
KRT16,4.997738538205979,3.6276400000000004,4.306075,4.750480952380952
MUC16,5.016540863787375,1.50042,4.3153749999999995,4.836373809523809
IRX2,6.262531229235881,2.2013,5.365762500000001,6.060485714285714
NOTUM,5.507612956810632,6.430079999999999,4.78029375,5.963847619047618
B3GNT6,4.211742857142857,2.08284,4.77036875,4.2322999999999995
SERPINB2,4.305343521594684,4.72346,3.3519249999999996,4.751959523809524
OTC,3.406666777408638,3.27226,4.101756250000001,3.5113785714285717
CR2,6.206235215946843,4.40928,6.92910625,6.083461904761905
PI3,9.150953820598007,10.74332,10.63105,9.432319047619048
PSAPL1,4.602372093023256,4.69878,5.212843749999999,5.017854761904761
CEACAM5,12.492042192691029,13.206059999999999,13.7346375,12.721761904761907
ALPPL2,4.351847508305648,5.49194,4.13370625,4.1215738095238095
ALPI,4.08901561461794,5.04838,5.73160625,4.378930952380953
ADH1C,7.340644518272424,6.470479999999999,7.73035625,7.433080952380952
CPA2,2.1746870431893686,0.60034,2.0831125,2.503435714285714
DUSP27,3.065470099667774,1.6125,2.4487625000000004,3.3516214285714288
ONECUT3,4.503181063122923,5.18152,4.2905875,3.712961904761905
CYP2W1,6.303350498338871,7.659820000000001,6.40691875,6.603480952380951
CRISP3,2.4428259136212627,0.9597,1.64680625,2.5343142857142857
PKP1,4.744181727574751,5.471099999999999,4.875724999999999,4.547697619047619
CA9,7.518613953488371,7.57832,7.7376499999999995,7.960664285714286
CXorf61,3.764474086378738,3.6479799999999996,4.81989375,3.7613285714285714
TCN1,7.228451827242525,7.2065600000000005,7.91610625,7.163797619047619
UGT1A10,5.581703322259137,5.78268,6.6319,6.640552380952381
KLK11,6.699298671096345,6.26744,6.854324999999999,6.135709523809525
KRT14,2.505894019933555,2.1695599999999997,2.07769375,2.8101238095238097
CYP2B6,6.150042857142857,7.90342,6.89470625,6.634669047619047
A4GNT,4.080557475083056,2.13992,3.6063875000000003,4.346759523809523
FGA,3.1926345514950163,3.5942999999999996,3.1425625,4.307250000000001
ORM1,3.0254737541528236,2.40712,2.6593625,3.0980714285714286
CLDN6,2.9890262458471764,2.68074,2.64535625,3.496321428571428
CEACAM7,6.882007308970101,7.3785,5.84054375,7.378569047619048
ISX,2.979300664451827,3.95828,4.3339,3.7173976190476195
CDHR2,7.942572757475083,9.71496,9.292775,7.688866666666668
CREB3L3,5.5885584717607975,4.639480000000001,6.412475000000001,5.737978571428572
PIWIL1,3.448681063122923,1.50542,4.9570375,3.2913690476190474
KIF1A,3.787108970099668,4.371840000000001,3.8126625,3.7992333333333344
WFDC2,7.769208970099666,7.6925599999999985,7.59331875,7.381202380952382
EEF1A2,5.15409169435216,2.44494,4.25133125,4.724776190476191
MMP7,8.971013953488372,9.8631,9.525949999999998,9.227209523809524
KLK10,8.13239368770764,8.083779999999999,8.6549375,7.3362904761904755
KLK8,3.9085906976744185,3.786279999999999,4.81028125,3.589011904761905
FOXJ1,5.76699634551495,6.760239999999999,7.63829375,6.39325
WDR72,7.648917607973422,8.818119999999999,7.37673125,7.547404761904763
PCK1,6.3281205980066435,5.252159999999999,8.00261875,6.1870571428571415
FGB,2.7812192691029898,3.1071400000000002,3.0911624999999994,3.513035714285714
TTR,3.667596677740863,3.8768599999999998,3.59174375,3.8865309523809524
HEPACAM2,4.287749501661129,5.1518,6.25038125,4.704502380952381
NPC1L1,6.747168438538206,9.32594,8.040287500000002,6.471166666666668
GAL,5.3473926910299,4.3281600000000005,4.94625625,4.629254761904763
MYBPC1,2.8180710963455153,2.13426,2.05401875,3.284083333333334
TMPRSS15,1.9420355481727578,0.7564599999999999,2.4139875,2.264045238095238
KIAA0408,2.9770162790697676,1.7313000000000003,3.2779625,2.913823809523809
CAPN9,4.734049169435217,5.7764,5.0863,4.950921428571428
SLC26A9,6.020098006644519,6.325659999999999,4.72774375,6.385809523809523
FOLR1,4.590199667774087,4.62162,4.19989375,4.998964285714286
HPN,4.6119604651162796,5.5754,3.21269375,4.633976190476191
ADH1B,6.315242857142857,5.32592,5.86395,5.473340476190477
OGDHL,4.033052159468438,3.69626,4.2607625,3.644823809523809
HAND2,5.9597926910299,6.13284,5.40989375,5.292133333333333
CHRDL1,5.992253820598006,4.98994,5.39296875,5.3769261904761905
CLDN3,10.446770099667773,11.68102,11.5172375,10.397711904761902
VSIG2,8.26325880398671,9.62994,7.36853125,8.120511904761905
KRT6C,2.0321674418604654,1.55888,1.4770625,2.1947738095238094
ZIC2,5.070688704318938,2.6015800000000007,5.57866875,4.426152380952381
ASB5,2.576779401993355,2.27366,2.8164625,1.88105
GPR128,6.0963073089701005,6.69336,7.65171875,6.326614285714286
GPA33,7.574582724252491,8.56034,8.8855375,8.054707142857144
CYP3A4,2.9766960132890365,2.61738,4.67135,2.9394785714285714
ADH4,3.7319036544850492,3.2398800000000003,3.57491875,3.4894499999999997
GGT6,7.072408970099668,9.65532,8.35755,7.334045238095237
PPP1R1B,10.02504684385382,11.485580000000002,11.71959375,9.74937619047619
UGT1A1,5.1516996677740865,4.59284,5.611475,5.788121428571428
CEACAM6,11.809135548172756,11.894719999999998,12.609287499999999,12.110357142857143
SERPINA4,6.255113953488372,8.767460000000002,6.149049999999999,6.806357142857143
KLK13,3.7416544850498332,2.5246,3.75469375,3.0969285714285713
SLC39A5,7.419235215946844,9.356979999999998,8.43344375,7.753409523809523
COMP,6.563191029900332,4.73252,6.08120625,5.88944761904762
NOX1,4.4864318936877075,5.07814,5.584418749999999,5.179564285714286
FGFBP1,4.877343853820598,5.05212,4.85290625,4.975309523809524
CEL,5.076245514950165,5.1710199999999995,4.598368750000001,4.80440238095238
ORM2,2.838370764119601,2.3259999999999996,2.14224375,3.210669047619047
MIA,6.071385714285714,6.7660800000000005,5.984393750000001,6.342826190476191
LGALS9B,3.447437541528239,0.8331800000000001,3.4273249999999997,3.7478261904761903
UGT2B15,4.633687043189369,3.59388,4.808999999999999,4.839838095238095
CLDN2,8.949515614617942,10.50328,8.864475,8.799516666666667
C20orf56,6.509568106312292,6.92848,7.20153125,7.263185714285713
COL10A1,8.39584950166113,8.67516,7.75005625,7.702788095238096
ANPEP,10.794701993355481,10.21868,11.43078125,10.898388095238095
FAM3B,7.343757807308969,9.112039999999999,7.666281250000001,7.277909523809525
PDIA2,4.896205315614617,5.85368,5.20053125,5.018966666666667
CRABP1,3.3809142857142853,3.89558,3.02234375,2.941721428571429
ZIC5,4.075323255813954,2.08208,4.3956,3.9719095238095243
SAA1,6.110979069767442,8.68162,7.2717125,6.483930952380952
FAM83A,5.5790538205980065,6.582680000000001,6.02933125,6.016449999999999
CHGB,4.070023588039867,2.35602,4.75300625,4.0640333333333345
PNCK,3.874734551495017,4.55804,3.4734,3.024802380952381
BMP3,4.048986378737542,3.25278,4.59001875,3.523552380952381
HOXA13,6.78314584717608,8.2726,8.2038875,7.235290476190476
SPINK1,10.890994684385383,10.8808,10.93113125,11.228840476190477
SLC7A9,4.1121803986710965,5.31926,4.6037937499999995,3.8226428571428577
LCN2,12.634859136212624,15.176080000000002,13.7634625,13.474204761904762
UGT1A6,6.7103926910299005,8.176280000000002,6.971981250000001,7.507764285714286
BTNL3,4.5824036544850495,5.440499999999999,6.2939875,4.655609523809524
SFRP2,9.92758438538206,9.44752,8.9686375,9.087142857142858
ANXA13,6.942632890365449,8.5096,8.3062875,7.412326190476189
FAM3D,8.653749169435214,9.73944,8.709875,8.731354761904763
SOX2,5.996798338870432,5.94872,5.67513125,6.6361380952380955
CHRM2,3.062771096345515,3.524679999999999,3.2886125,2.593842857142857
NOS2,6.60223222591362,7.18074,8.11803125,6.944823809523809
OGN,7.379452823920265,7.143339999999999,6.769175,6.6180095238095245
MYO7B,9.028874086378737,11.331579999999999,10.6459625,8.50992142857143
ANXA8,3.8845431893687707,4.44646,3.04334375,3.423797619047619
SCRG1,4.504640531561462,3.66858,3.8558937500000003,3.745490476190476
ALB,2.1603870431893686,0.47316,1.80876875,2.808183333333333
CLCA4,2.1736232558139537,0.9038,2.3300875,1.9246380952380953
MAL,4.405013621262458,2.5265999999999997,4.180087499999999,4.20747619047619
MS4A1,6.192995681063123,5.33564,6.78665,5.918645238095238
CDX2,8.200071428571428,9.72902,9.49375625,8.596942857142857
NMUR2,3.918301661129568,3.17836,4.5052375,4.083923809523809
KRT7,9.872149169435216,11.97704,10.09306875,9.503340476190477
LGALS7B,2.808185049833887,1.2269,3.112075,3.06025
HOXC13,3.4248352159468434,2.99222,2.91745,3.298466666666667
CHST5,6.089015282392026,6.320600000000001,8.022187500000001,6.520626190476191
TF,3.4345664451827234,2.76218,2.4693625,3.8859809523809523
LOC93432,5.119586378737542,6.1905,6.6445625,5.42887619047619
TNS4,9.672307641196014,10.32008,9.685656250000001,8.884221428571427
FCGBP,10.120751827242525,10.45022,10.86105625,10.085492857142857
SPINK5,6.470628903654485,4.78166,6.4525375,6.2607380952380955
TCEAL2,3.9300405315614615,3.3885199999999998,3.43183125,3.263290476190477
PI16,4.800135215946843,4.81086,4.79505625,4.359676190476191
UCA1,6.434731229235879,5.69438,6.746225000000001,6.165259523809524
CYP4F2,3.349521926910299,4.354439999999999,4.25636875,3.625723809523809
PPP1R1A,3.909154485049835,3.52956,3.7414250000000004,3.1275380952380956
LEFTY1,4.931934219269103,4.92974,5.7990125,5.436866666666667
C4BPA,4.570460797342192,3.9925800000000002,5.0655625,4.681164285714286
VIP,3.198309634551495,2.91384,3.2540875,3.2540738095238093
DACT2,4.177798338870431,5.27146,3.7864499999999994,3.617597619047619
HHLA2,7.154879069767443,8.60878,8.22035625,7.17317619047619
CDH16,3.8195089700996676,4.4263,4.00443125,3.9173142857142857
CAPN6,7.5859352159468445,6.28098,7.40051875,7.191514285714285
SLC17A4,4.05889169435216,5.21766,6.0569125,3.668752380952381
TRIM29,9.35370465116279,9.486740000000001,8.462875,9.625438095238096
NR1I2,6.336013289036545,8.739439999999998,8.0119625,6.649869047619048
SULT1E1,4.9337073089701,6.706999999999999,4.8265,5.068733333333334
MOGAT2,4.400516943521595,6.57872,6.48420625,4.036099999999999
GABRA3,2.4609411960132888,2.31678,3.3627875,3.0972857142857144
VGLL1,3.340790365448505,5.440320000000001,3.3849625000000003,3.5172452380952373
TRIM54,3.871905647840532,5.781319999999999,4.186618750000001,4.571473809523809
SFRP4,9.553140531561462,8.96186,9.042125,8.98134761904762
TGM3,3.163675415282392,3.0840000000000005,3.18951875,3.21765
HOXB13,6.598214617940199,6.839580000000001,6.589287499999999,6.950604761904763
XPNPEP2,5.586385714285714,6.4336199999999995,6.90893125,5.251742857142857
SOSTDC1,4.553783720930233,4.099660000000001,4.902950000000001,4.879876190476191
CSAG3,2.4635252491694355,2.04096,3.311425,3.3699690476190476
SLC3A1,6.124261129568107,6.605119999999999,7.11059375,6.588542857142857
ALDH3B2,5.244313621262458,6.474199999999999,4.0776,5.571402380952382
AGR3,8.608233554817277,10.12618,8.92974375,9.023557142857143
GPR110,5.444346179401993,4.309279999999999,5.3246875,5.428504761904763
ALPP,3.510500664451827,4.06762,3.29090625,3.3233952380952383
AADAC,5.771008637873755,5.3689599999999995,4.998743749999999,6.236545238095237
A1CF,4.907971760797342,6.5692,6.191156250000001,5.40345
FREM2,5.826010299003323,6.88506,5.920706249999999,5.356021428571428
PON3,4.222816279069767,4.23338,5.3738875,4.381973809523809
LOC440905,4.003977740863787,4.10658,4.9177125,3.9789023809523805
B4GALNT4,5.356919933554817,5.11138,5.335637500000001,4.130778571428571
RBP4,6.588708637873754,6.606319999999999,6.85461875,6.265599999999999
ATP13A4,4.421205647840532,3.2285200000000005,3.8521124999999996,4.299761904761906
PLP1,3.386092358803987,1.78668,3.1499375,2.8851714285714287
TMEM189-UBE2V1,7.713910631229235,8.25602,6.8325125,8.022933333333336
C11orf86,3.888605980066445,4.8171,4.73136875,3.9544261904761906
PPAN-P2RY11,3.3572079734219265,3.2647400000000006,2.47745625,3.5685619047619044
TACR2,6.0452564784053155,4.5770599999999995,5.5301375,5.6627857142857145
CNTFR,4.112952491694353,2.9040600000000003,3.2733187499999996,3.6670452380952376
ACE2,6.380879401993355,6.825539999999999,7.338862499999999,6.79282619047619
ABCA12,4.795770099667775,4.14104,5.18294375,5.080169047619047
GBA3,3.0505661129568105,3.2077400000000003,4.08120625,3.3519238095238095
CNTN1,4.426855813953488,3.72098,4.257725000000001,3.4081357142857147
NPTX1,4.687184717607973,3.4642000000000004,3.60294375,3.868302380952381
HOXA11,5.4834023255813955,7.280800000000001,7.26780625,6.015616666666666
PCLO,6.248790365448505,2.6149999999999998,6.3291375,5.512411904761904
TFF3,9.469423920265779,11.101519999999999,10.623375,8.931152380952383
CHIT1,4.8418229235880395,5.57184,4.65563125,4.604647619047618
PNLIPRP2,2.415012956810631,2.4194400000000003,3.23073125,2.666490476190476
SERPINB7,3.748402325581395,3.154,4.136056249999999,4.083892857142858
CFTR,8.667958139534884,9.45942,10.05628125,8.993561904761904
BEX1,3.173519933554817,2.268,2.43600625,2.8929119047619047
CA4,2.7564996677740865,3.36076,3.32120625,2.3078785714285712
TRY6,2.268832890365448,3.00998,2.65095,2.4304547619047616
SMPX,2.4146787375415277,1.5554200000000002,2.5265187499999997,2.059002380952381
DCDC2,5.177189036544851,4.9437,5.88944375,4.683514285714286
RPS28,7.006856478405315,8.061879999999999,6.22100625,6.636799999999999
IGJ,11.169153820598005,9.88136,11.883712500000001,11.471769047619048
MAPK4,4.128452823920266,3.00078,3.704325,3.4577
CA1,2.248100332225914,2.02074,3.1981375,2.537457142857143
ACTL8,2.6948156146179403,4.17764,2.86850625,3.5961999999999996
CCL14-CCL15,5.119540863787376,6.31508,5.7004875,5.94462380952381
UNC93A,4.13168903654485,5.93544,4.1136,3.996347619047619
MS4A8B,5.5922810631229245,4.67582,6.3359499999999995,5.4298714285714285
SFRP1,6.662618604651163,6.423519999999999,6.2025375,6.191928571428571
GJB5,4.468220930232557,3.8411,4.823612499999999,4.852785714285714
BTNL8,6.554747508305649,7.535680000000001,7.5061375,7.0156238095238095
SFTA2,5.948894684385382,8.499559999999999,5.6648875,5.945476190476191
MAP7D2,3.676752491694352,2.60192,3.08048125,4.058261904761904
PLIN4,6.777704983388704,6.48748,6.620875,6.01997380952381
CSF3,4.86466976744186,5.21464,4.36271875,4.888640476190476
DDC,7.973211627906976,9.510060000000001,8.7719,8.510509523809523
BAAT,4.6056342192691035,4.6413400000000005,4.94873125,4.664285714285715
MYO1A,8.438209634551495,9.136260000000002,9.3178125,8.517664285714286
CARTPT,1.9888691029900332,0.9802199999999999,1.9252500000000001,2.120771428571428
NCCRP1,4.149460465116279,3.2446600000000005,3.6346375,3.9046761904761897
ABCA8,5.805551162790698,4.3062,5.76838125,5.000276190476191
SLC6A14,8.427557475083056,8.576400000000001,8.7991375,8.473676190476189
C19orf77,9.451167109634552,10.3841,9.345625,9.13832619047619
GSTA2,2.597452823920266,3.0705,3.2227187500000003,3.3987309523809524
SPDEF,7.770880066445182,8.338579999999999,7.45889375,7.008788095238096
INSM1,4.585519601328904,4.85592,5.465975,4.605180952380953
PRIMA1,5.6056019933554815,4.057239999999999,4.768,5.327114285714286
UGT1A9,3.4992019933554817,4.07722,3.9729249999999996,3.7423404761904764
C14orf105,3.498276079734219,1.12316,3.05800625,3.5876404761904763
NXF3,2.9063159468438537,2.7634,2.3114375,3.3300071428571427
TNNT1,3.9633966777408633,1.82412,2.781625,3.7722190476190476
CCL19,5.969412624584717,5.6789000000000005,5.6547,5.701023809523809
FIBCD1,4.286938870431894,3.80718,3.4484624999999998,4.024342857142857
CAPN13,5.165551827242525,6.25734,5.9543937499999995,5.995509523809524
DSC3,4.43683023255814,3.6310200000000004,4.73068125,4.146138095238095
GABRB3,5.993885714285714,7.33516,5.836837500000001,5.881676190476191
CALB1,3.165700664451827,1.2170799999999997,1.919425,2.898483333333333
TKTL1,2.3487119601328903,0.94178,2.07855,2.9794190476190474
CHRDL2,7.769883720930233,6.86962,6.777968749999999,6.8745761904761915
ADH6,6.118236877076412,5.95822,6.32395,6.053235714285715
CADM3,4.745579401993355,4.32752,4.90355,4.228209523809524
KCNJ3,4.4215926910299,4.54842,6.2855875,4.728542857142857
SYNM,9.782345182724253,9.328100000000001,10.01509375,9.221623809523809
GJB6,2.9844803986710966,2.37418,1.69210625,2.878345238095238
WISP3,3.436790697674419,2.81664,4.2122062499999995,3.4638023809523806
SFRP5,4.2552166112956815,3.89026,3.8596062499999997,4.018678571428571
SCN7A,3.6090093023255814,2.73644,3.74649375,3.1389261904761905
MMP12,8.276895016611297,9.62326,8.6185375,8.94957619047619
CACNG4,4.885930232558139,5.5281400000000005,5.64610625,4.467614285714285
PRKAA2,5.714263455149502,4.78476,6.683787500000001,5.388119047619047
PPP2R2C,4.391877740863787,4.45728,4.4693000000000005,4.05807619047619
VTN,5.25662757475083,5.50958,4.33874375,4.904695238095238
C16orf89,4.579886378737541,4.8835,4.85145,4.438519047619048
TINAG,3.585154485049834,3.2469799999999998,4.93090625,3.376069047619048
KCNE2,3.740674418604651,3.3017200000000004,3.17574375,3.7957119047619052
SLC6A20,7.837256810631229,9.70112,9.66725,7.93077619047619
EPHA7,5.339773754152823,4.30394,5.27749375,4.844011904761905
PEG10,7.492370431893688,6.862399999999999,8.3732625,7.460309523809523
CILP,6.575927242524917,6.310059999999999,5.99880625,5.904311904761904
SCGB3A1,2.399920598006645,1.1040800000000002,1.9699874999999998,2.3516809523809528
WNT7B,6.014347508305648,6.22026,5.110475,5.477869047619048
CD177,5.435480398671095,5.035760000000001,5.680362499999999,5.735821428571429
SMOC1,5.767682392026578,5.065899999999999,6.4963375,5.613378571428571
MEP1B,1.9974554817275747,2.6148599999999997,4.0772375,1.913907142857143
DHRS2,4.686289700996678,4.05288,3.5811312500000003,5.083961904761905
CADPS,4.752954817275747,3.06044,6.11164375,4.324304761904762
VIL1,10.362805315614619,11.72936,11.503318749999998,10.817007142857143
NEB,6.677889700996678,6.54854,6.87060625,6.622954761904761
CYP4F11,6.340418936877077,6.7844,6.092075,6.664128571428571
ALDH1L1,4.17601196013289,3.9648600000000003,4.402875,3.901807142857143
PADI1,2.835764119601329,2.2185599999999996,2.5978125000000003,2.8976357142857148
EYA2,5.905381727574751,3.44234,5.16988125,5.292478571428571
PDZRN4,3.996950166112957,2.8321999999999994,3.70888125,2.990138095238095
GATA4,9.598671096345514,10.48318,10.1794875,10.150623809523811
SULT1C2,7.87325780730897,8.83896,8.44291875,7.667895238095238
MUC12,5.718326245847177,4.7954,7.113525,5.691188095238095
ALDH3A1,8.332720598006645,8.57682,7.906975,8.57917857142857
MOGAT3,4.983540863787375,5.76852,6.1699625000000005,4.60032619047619
